Freq.	V(vi)/I(C)
Step Information: Run=1  (Run: 1/100)
1.47910838816821e+001	-2.24394645366298e+005,3.28937875043272e+008
1.51356124843621e+001	-2.24394645366298e+005,3.21450334874397e+008
1.54881661891248e+001	-2.24394645366298e+005,3.14133231927971e+008
1.58489319246111e+001	-2.24394645366298e+005,3.06982686579157e+008
1.62181009735893e+001	-2.24394645366298e+005,2.99994907514164e+008
1.65958690743756e+001	-2.24394645366298e+005,2.93166189720037e+008
1.69824365246174e+001	-2.24394645366298e+005,2.86492912520213e+008
1.73780082874937e+001	-2.24394645366298e+005,2.79971537654789e+008
1.77827941003892e+001	-2.24394645366298e+005,2.73598607404492e+008
1.81970085860998e+001	-2.24394645366298e+005,2.67370742757345e+008
1.86208713666287e+001	-2.24394645366298e+005,2.61284641617079e+008
1.90546071796325e+001	-2.24394645366298e+005,2.55337077052309e+008
1.94984459975804e+001	-2.24394645366298e+005,2.49524895585578e+008
1.99526231496888e+001	-2.24394645366298e+005,2.43845015521340e+008
2.04173794466953e+001	-2.24394645366298e+005,2.38294425312000e+008
2.08929613085404e+001	-2.24394645366299e+005,2.32870181961161e+008
2.13796208950223e+001	-2.24394645366298e+005,2.27569409463199e+008
2.18776162394955e+001	-2.24394645366298e+005,2.22389297278372e+008
2.23872113856834e+001	-2.24394645366298e+005,2.17327098842632e+008
2.29086765276777e+001	-2.24394645366298e+005,2.12380130111362e+008
2.34422881531992e+001	-2.24394645366299e+005,2.07545768136261e+008
2.39883291901949e+001	-2.24394645366298e+005,2.02821449674619e+008
2.45470891568503e+001	-2.24394645366298e+005,1.98204669830253e+008
2.51188643150958e+001	-2.24394645366298e+005,1.93692980725381e+008
2.57039578276886e+001	-2.24394645366298e+005,1.89283990202719e+008
2.63026799189538e+001	-2.24394645366298e+005,1.84975360557132e+008
2.69153480392691e+001	-2.24394645366298e+005,1.80764807296150e+008
2.75422870333816e+001	-2.24394645366298e+005,1.76650097928703e+008
2.81838293126445e+001	-2.24394645366299e+005,1.72629050781417e+008
2.88403150312660e+001	-2.24394645366298e+005,1.68699533841872e+008
2.95120922666638e+001	-2.24394645366299e+005,1.64859463628172e+008
3.01995172040201e+001	-2.24394645366299e+005,1.61106804084260e+008
3.09029543251359e+001	-2.24394645366299e+005,1.57439565500374e+008
3.16227766016838e+001	-2.24394645366298e+005,1.53855803458076e+008
3.23593656929628e+001	-2.24394645366299e+005,1.50353617799294e+008
3.31131121482591e+001	-2.24394645366298e+005,1.46931151618834e+008
3.38844156139202e+001	-2.24394645366299e+005,1.43586590279826e+008
3.46736850452531e+001	-2.24394645366299e+005,1.40318160451578e+008
3.54813389233575e+001	-2.24394645366299e+005,1.37124129169332e+008
3.63078054770101e+001	-2.24394645366299e+005,1.34002802915423e+008
3.71535229097172e+001	-2.24394645366299e+005,1.30952526721358e+008
3.80189396320561e+001	-2.24394645366299e+005,1.27971683290321e+008
3.89045144994280e+001	-2.24394645366299e+005,1.25058692139671e+008
3.98107170553497e+001	-2.24394645366299e+005,1.22212008762940e+008
4.07380277804112e+001	-2.24394645366299e+005,1.19430123810923e+008
4.16869383470335e+001	-2.24394645366299e+005,1.16711562291395e+008
4.26579518801592e+001	-2.24394645366299e+005,1.14054882787053e+008
4.36515832240165e+001	-2.24394645366299e+005,1.11458676691261e+008
4.46683592150962e+001	-2.24394645366299e+005,1.08921567461180e+008
4.57088189614874e+001	-2.24394645366299e+005,1.06442209887914e+008
4.67735141287197e+001	-2.24394645366299e+005,1.04019289383261e+008
4.78630092322638e+001	-2.24394645366299e+005,1.01651521282696e+008
4.89778819368445e+001	-2.24394645366299e+005,9.93376501642322e+007
5.01187233627271e+001	-2.24394645366299e+005,9.70764491827749e+007
5.12861383991364e+001	-2.24394645366299e+005,9.48667194196329e+007
5.24807460249772e+001	-2.24394645366299e+005,9.27072892468368e+007
5.37031796370252e+001	-2.24394645366299e+005,9.05970137059253e+007
5.49540873857624e+001	-2.24394645366299e+005,8.85347739008740e+007
5.62341325190348e+001	-2.24394645366299e+005,8.65194764048412e+007
5.75439937337156e+001	-2.24394645366299e+005,8.45500526804189e+007
5.88843655355588e+001	-2.24394645366299e+005,8.26254585130800e+007
6.02559586074357e+001	-2.24394645366299e+005,8.07446734575220e+007
6.16595001861481e+001	-2.24394645366299e+005,7.89067002966132e+007
6.30957344480192e+001	-2.24394645366299e+005,7.71105645126554e+007
6.45654229034654e+001	-2.24394645366299e+005,7.53553137706811e+007
6.60693448007595e+001	-2.24394645366299e+005,7.36400174135136e+007
6.76082975391980e+001	-2.24394645366299e+005,7.19637659683196e+007
6.91830970918935e+001	-2.24394645366299e+005,7.03256706643950e+007
7.07945784384136e+001	-2.24394645366299e+005,6.87248629619271e+007
7.24435960074988e+001	-2.24394645366299e+005,6.71604940914826e+007
7.41310241300916e+001	-2.24394645366299e+005,6.56317346039796e+007
7.58577575029182e+001	-2.24394645366299e+005,6.41377739309024e+007
7.76247116628690e+001	-2.24394645366299e+005,6.26778199545272e+007
7.94328234724279e+001	-2.24394645366299e+005,6.12510985879309e+007
8.12830516164097e+001	-2.24394645366299e+005,5.98568533645600e+007
8.31763771102669e+001	-2.24394645366299e+005,5.84943450371422e+007
8.51138038202374e+001	-2.24394645366300e+005,5.71628511857272e+007
8.70963589956078e+001	-2.24394645366299e+005,5.58616658346506e+007
8.91250938133743e+001	-2.24394645366300e+005,5.45900990782162e+007
9.12010839355907e+001	-2.24394645366300e+005,5.33474767148985e+007
9.33254300796988e+001	-2.24394645366300e+005,5.21331398898723e+007
9.54992586021433e+001	-2.24394645366300e+005,5.09464447456794e+007
9.77237220955808e+001	-2.24394645366300e+005,4.97867620808465e+007
9.99999999999997e+001	-2.24394645366300e+005,4.86534770162747e+007
1.02329299228075e+002	-2.24394645366300e+005,4.75459886692217e+007
1.04712854805090e+002	-2.24394645366300e+005,4.64637098347068e+007
1.07151930523760e+002	-2.24394645366300e+005,4.54060666741661e+007
1.09647819614318e+002	-2.24394645366300e+005,4.43724984111964e+007
1.12201845430196e+002	-2.24394645366300e+005,4.33624570342238e+007
1.14815362149688e+002	-2.24394645366300e+005,4.23754070059407e+007
1.17489755493953e+002	-2.24394645366301e+005,4.14108249793570e+007
1.20226443461741e+002	-2.24394645366301e+005,4.04681995203143e+007
1.23026877081238e+002	-2.24394645366301e+005,3.95470308363173e+007
1.25892541179416e+002	-2.24394645366301e+005,3.86468305115366e+007
1.28824955169313e+002	-2.24394645366301e+005,3.77671212478443e+007
1.31825673855640e+002	-2.24394645366301e+005,3.69074366117447e+007
1.34896288259165e+002	-2.24394645366301e+005,3.60673207870642e+007
1.38038426460288e+002	-2.24394645366301e+005,3.52463283332724e+007
1.41253754462275e+002	-2.24394645366302e+005,3.44440239493033e+007
1.44543977074592e+002	-2.24394645366302e+005,3.36599822427526e+007
1.47910838816820e+002	-2.24394645366302e+005,3.28937875043296e+007
1.51356124843620e+002	-2.24394645366302e+005,3.21450334874422e+007
1.54881661891248e+002	-2.24394645366302e+005,3.14133231927996e+007
1.58489319246111e+002	-2.24394645366302e+005,3.06982686579183e+007
1.62181009735892e+002	-2.24394645366303e+005,2.99994907514191e+007
1.65958690743755e+002	-2.24394645366303e+005,2.93166189720064e+007
1.69824365246174e+002	-2.24394645366303e+005,2.86492912520241e+007
1.73780082874937e+002	-2.24394645366303e+005,2.79971537654817e+007
1.77827941003892e+002	-2.24394645366304e+005,2.73598607404520e+007
1.81970085860998e+002	-2.24394645366304e+005,2.67370742757375e+007
1.86208713666286e+002	-2.24394645366304e+005,2.61284641617109e+007
1.90546071796324e+002	-2.24394645366304e+005,2.55337077052340e+007
1.94984459975804e+002	-2.24394645366305e+005,2.49524895585610e+007
1.99526231496887e+002	-2.24394645366305e+005,2.43845015521371e+007
2.04173794466952e+002	-2.24394645366305e+005,2.38294425312033e+007
2.08929613085403e+002	-2.24394645366305e+005,2.32870181961195e+007
2.13796208950222e+002	-2.24394645366306e+005,2.27569409463233e+007
2.18776162394954e+002	-2.24394645366306e+005,2.22389297278407e+007
2.23872113856833e+002	-2.24394645366306e+005,2.17327098842667e+007
2.29086765276776e+002	-2.24394645366307e+005,2.12380130111399e+007
2.34422881531991e+002	-2.24394645366307e+005,2.07545768136298e+007
2.39883291901948e+002	-2.24394645366308e+005,2.02821449674657e+007
2.45470891568502e+002	-2.24394645366308e+005,1.98204669830292e+007
2.51188643150957e+002	-2.24394645366309e+005,1.93692980725421e+007
2.57039578276885e+002	-2.24394645366309e+005,1.89283990202759e+007
2.63026799189537e+002	-2.24394645366310e+005,1.84975360557173e+007
2.69153480392690e+002	-2.24394645366310e+005,1.80764807296193e+007
2.75422870333816e+002	-2.24394645366311e+005,1.76650097928746e+007
2.81838293126444e+002	-2.24394645366311e+005,1.72629050781462e+007
2.88403150312659e+002	-2.24394645366312e+005,1.68699533841917e+007
2.95120922666637e+002	-2.24394645366312e+005,1.64859463628218e+007
3.01995172040200e+002	-2.24394645366313e+005,1.61106804084308e+007
3.09029543251358e+002	-2.24394645366314e+005,1.57439565500423e+007
3.16227766016837e+002	-2.24394645366314e+005,1.53855803458126e+007
3.23593656929627e+002	-2.24394645366315e+005,1.50353617799345e+007
3.31131121482590e+002	-2.24394645366316e+005,1.46931151618886e+007
3.38844156139201e+002	-2.24394645366317e+005,1.43586590279880e+007
3.46736850452530e+002	-2.24394645366318e+005,1.40318160451633e+007
3.54813389233574e+002	-2.24394645366319e+005,1.37124129169388e+007
3.63078054770100e+002	-2.24394645366320e+005,1.34002802915481e+007
3.71535229097171e+002	-2.24394645366321e+005,1.30952526721416e+007
3.80189396320559e+002	-2.24394645366322e+005,1.27971683290381e+007
3.89045144994279e+002	-2.24394645366323e+005,1.25058692139732e+007
3.98107170553495e+002	-2.24394645366324e+005,1.22212008763003e+007
4.07380277804111e+002	-2.24394645366325e+005,1.19430123810987e+007
4.16869383470333e+002	-2.24394645366326e+005,1.16711562291460e+007
4.26579518801591e+002	-2.24394645366328e+005,1.14054882787120e+007
4.36515832240164e+002	-2.24394645366329e+005,1.11458676691329e+007
4.46683592150961e+002	-2.24394645366331e+005,1.08921567461250e+007
4.57088189614873e+002	-2.24394645366332e+005,1.06442209887986e+007
4.67735141287196e+002	-2.24394645366334e+005,1.04019289383334e+007
4.78630092322636e+002	-2.24394645366335e+005,1.01651521282771e+007
4.89778819368444e+002	-2.24394645366337e+005,9.93376501643091e+006
5.01187233627270e+002	-2.24394645366339e+005,9.70764491828535e+006
5.12861383991362e+002	-2.24394645366341e+005,9.48667194197134e+006
5.24807460249770e+002	-2.24394645366343e+005,9.27072892469191e+006
5.37031796370250e+002	-2.24394645366345e+005,9.05970137060095e+006
5.49540873857622e+002	-2.24394645366347e+005,8.85347739009602e+006
5.62341325190346e+002	-2.24394645366349e+005,8.65194764049293e+006
5.75439937337154e+002	-2.24394645366352e+005,8.45500526805091e+006
5.88843655355586e+002	-2.24394645366354e+005,8.26254585131723e+006
6.02559586074355e+002	-2.24394645366357e+005,8.07446734576164e+006
6.16595001861479e+002	-2.24394645366360e+005,7.89067002967098e+006
6.30957344480190e+002	-2.24394645366363e+005,7.71105645127542e+006
6.45654229034652e+002	-2.24394645366366e+005,7.53553137707823e+006
6.60693448007592e+002	-2.24394645366369e+005,7.36400174136171e+006
6.76082975391978e+002	-2.24394645366372e+005,7.19637659684255e+006
6.91830970918933e+002	-2.24394645366375e+005,7.03256706645034e+006
7.07945784384134e+002	-2.24394645366379e+005,6.87248629620379e+006
7.24435960074986e+002	-2.24394645366383e+005,6.71604940915960e+006
7.41310241300914e+002	-2.24394645366387e+005,6.56317346040957e+006
7.58577575029180e+002	-2.24394645366391e+005,6.41377739310212e+006
7.76247116628688e+002	-2.24394645366396e+005,6.26778199546487e+006
7.94328234724277e+002	-2.24394645366400e+005,6.12510985880552e+006
8.12830516164095e+002	-2.24394645366405e+005,5.98568533646872e+006
8.31763771102666e+002	-2.24394645366410e+005,5.84943450372723e+006
8.51138038202372e+002	-2.24394645366415e+005,5.71628511858604e+006
8.70963589956076e+002	-2.24394645366421e+005,5.58616658347869e+006
8.91250938133741e+002	-2.24394645366427e+005,5.45900990783557e+006
9.12010839355905e+002	-2.24394645366433e+005,5.33474767150411e+006
9.33254300796986e+002	-2.24394645366439e+005,5.21331398900183e+006
9.54992586021431e+002	-2.24394645366446e+005,5.09464447458287e+006
9.77237220955805e+002	-2.24394645366453e+005,4.97867620809994e+006
9.99999999999994e+002	-2.24394645366460e+005,4.86534770164311e+006
1.02329299228075e+003	-2.24394645366468e+005,4.75459886693818e+006
1.04712854805089e+003	-2.24394645366476e+005,4.64637098348706e+006
1.07151930523760e+003	-2.24394645366484e+005,4.54060666743337e+006
1.09647819614318e+003	-2.24394645366493e+005,4.43724984113679e+006
1.12201845430196e+003	-2.24394645366502e+005,4.33624570343993e+006
1.14815362149688e+003	-2.24394645366512e+005,4.23754070061202e+006
1.17489755493952e+003	-2.24394645366522e+005,4.14108249795407e+006
1.20226443461741e+003	-2.24394645366532e+005,4.04681995205024e+006
1.23026877081237e+003	-2.24394645366543e+005,3.95470308365098e+006
1.25892541179416e+003	-2.24394645366555e+005,3.86468305117335e+006
1.28824955169313e+003	-2.24394645366567e+005,3.77671212480458e+006
1.31825673855640e+003	-2.24394645366580e+005,3.69074366119508e+006
1.34896288259165e+003	-2.24394645366593e+005,3.60673207872752e+006
1.38038426460288e+003	-2.24394645366607e+005,3.52463283334884e+006
1.41253754462275e+003	-2.24394645366622e+005,3.44440239495242e+006
1.44543977074592e+003	-2.24394645366637e+005,3.36599822429787e+006
1.47910838816820e+003	-2.24394645366653e+005,3.28937875045610e+006
1.51356124843620e+003	-2.24394645366670e+005,3.21450334876789e+006
1.54881661891247e+003	-2.24394645366688e+005,3.14133231930419e+006
1.58489319246110e+003	-2.24394645366706e+005,3.06982686581662e+006
1.62181009735892e+003	-2.24394645366726e+005,2.99994907516727e+006
1.65958690743755e+003	-2.24394645366746e+005,2.93166189722660e+006
1.69824365246173e+003	-2.24394645366767e+005,2.86492912522897e+006
1.73780082874936e+003	-2.24394645366790e+005,2.79971537657536e+006
1.77827941003891e+003	-2.24394645366813e+005,2.73598607407302e+006
1.81970085860997e+003	-2.24394645366838e+005,2.67370742760221e+006
1.86208713666286e+003	-2.24394645366863e+005,2.61284641620022e+006
1.90546071796323e+003	-2.24394645366891e+005,2.55337077055321e+006
1.94984459975803e+003	-2.24394645366919e+005,2.49524895588661e+006
1.99526231496887e+003	-2.24394645366948e+005,2.43845015524494e+006
2.04173794466952e+003	-2.24394645366980e+005,2.38294425315228e+006
2.08929613085403e+003	-2.24394645367012e+005,2.32870181964464e+006
2.13796208950222e+003	-2.24394645367046e+005,2.27569409466579e+006
2.18776162394954e+003	-2.24394645367082e+005,2.22389297281831e+006
2.23872113856832e+003	-2.24394645367120e+005,2.17327098846171e+006
2.29086765276776e+003	-2.24394645367159e+005,2.12380130114985e+006
2.34422881531991e+003	-2.24394645367201e+005,2.07545768139968e+006
2.39883291901947e+003	-2.24394645367244e+005,2.02821449678413e+006
2.45470891568501e+003	-2.24394645367290e+005,1.98204669834136e+006
2.51188643150956e+003	-2.24394645367337e+005,1.93692980729354e+006
2.57039578276885e+003	-2.24394645367387e+005,1.89283990206785e+006
2.63026799189536e+003	-2.24394645367440e+005,1.84975360561293e+006
2.69153480392690e+003	-2.24394645367495e+005,1.80764807300409e+006
2.75422870333815e+003	-2.24394645367553e+005,1.76650097933061e+006
2.81838293126443e+003	-2.24394645367614e+005,1.72629050785877e+006
2.88403150312659e+003	-2.24394645367678e+005,1.68699533846436e+006
2.95120922666636e+003	-2.24394645367745e+005,1.64859463632843e+006
3.01995172040199e+003	-2.24394645367815e+005,1.61106804089041e+006
3.09029543251357e+003	-2.24394645367889e+005,1.57439565505268e+006
3.16227766016836e+003	-2.24394645367967e+005,1.53855803463084e+006
3.23593656929626e+003	-2.24394645368049e+005,1.50353617804419e+006
3.31131121482589e+003	-2.24394645368134e+005,1.46931151624080e+006
3.38844156139200e+003	-2.24394645368224e+005,1.43586590285195e+006
3.46736850452529e+003	-2.24394645368319e+005,1.40318160457073e+006
3.54813389233573e+003	-2.24394645368419e+005,1.37124129174956e+006
3.63078054770099e+003	-2.24394645368523e+005,1.34002802921180e+006
3.71535229097170e+003	-2.24394645368633e+005,1.30952526727250e+006
3.80189396320558e+003	-2.24394645368749e+005,1.27971683296352e+006
3.89045144994278e+003	-2.24394645368871e+005,1.25058692145844e+006
3.98107170553494e+003	-2.24394645368999e+005,1.22212008769259e+006
4.07380277804110e+003	-2.24394645369133e+005,1.19430123817390e+006
4.16869383470332e+003	-2.24394645369275e+005,1.16711562298015e+006
4.26579518801589e+003	-2.24394645369425e+005,1.14054882793830e+006
4.36515832240162e+003	-2.24394645369582e+005,1.11458676698198e+006
4.46683592150960e+003	-2.24394645369748e+005,1.08921567468282e+006
4.57088189614871e+003	-2.24394645369922e+005,1.06442209895185e+006
4.67735141287194e+003	-2.24394645370106e+005,1.04019289390704e+006
4.78630092322634e+003	-2.24394645370300e+005,1.01651521290316e+006
4.89778819368442e+003	-2.24394645370504e+005,9.93376501720338e+005
5.01187233627268e+003	-2.24394645370720e+005,9.70764491907626e+005
5.12861383991361e+003	-2.24394645370948e+005,9.48667194278115e+005
5.24807460249768e+003	-2.24394645371188e+005,9.27072892552111e+005
5.37031796370248e+003	-2.24394645371441e+005,9.05970137145005e+005
5.49540873857620e+003	-2.24394645371709e+005,8.85347739096553e+005
5.62341325190344e+003	-2.24394645371991e+005,8.65194764138340e+005
5.75439937337152e+003	-2.24394645372289e+005,8.45500526896289e+005
5.88843655355584e+003	-2.24394645372605e+005,8.26254585225131e+005
6.02559586074353e+003	-2.24394645372938e+005,8.07446734671842e+005
6.16595001861477e+003	-2.24394645373290e+005,7.89067003065110e+005
6.30957344480188e+003	-2.24394645373663e+005,7.71105645227952e+005
6.45654229034650e+003	-2.24394645374057e+005,7.53553137810700e+005
6.60693448007590e+003	-2.24394645374473e+005,7.36400174241587e+005
6.76082975391976e+003	-2.24394645374914e+005,7.19637659792285e+005
6.91830970918931e+003	-2.24394645375380e+005,7.03256706755757e+005
7.07945784384132e+003	-2.24394645375872e+005,6.87248629733878e+005
7.24435960074984e+003	-2.24394645376393e+005,6.71604941032322e+005
7.41310241300911e+003	-2.24394645376943e+005,6.56317346160276e+005
7.58577575029177e+003	-2.24394645377524e+005,6.41377739432586e+005
7.76247116628685e+003	-2.24394645378137e+005,6.26778199672021e+005
7.94328234724275e+003	-2.24394645378784e+005,6.12510986009359e+005
8.12830516164092e+003	-2.24394645379464e+005,5.98568533779071e+005
8.31763771102664e+003	-2.24394645380178e+005,5.84943450508443e+005
8.51138038202369e+003	-2.24394645380926e+005,5.71628511997985e+005
8.70963589956073e+003	-2.24394645381708e+005,5.58616658491062e+005
8.91250938133738e+003	-2.24394645382520e+005,5.45900990930724e+005
9.12010839355902e+003	-2.24394645383359e+005,5.33474767301730e+005
9.33254300796983e+003	-2.24394645384221e+005,5.21331399055846e+005
9.54992586021428e+003	-2.24394645385096e+005,5.09464447618506e+005
9.77237220955802e+003	-2.24394645385973e+005,4.97867620974996e+005
9.99999999999991e+003	-2.24394645386837e+005,4.86534770334346e+005
1.02329299228075e+004	-2.24394645387668e+005,4.75459886869153e+005
1.04712854805089e+004	-2.24394645388437e+005,4.64637098529631e+005
1.07151930523760e+004	-2.24394645389111e+005,4.54060666930158e+005
1.09647819614318e+004	-2.24394645389646e+005,4.43724984306717e+005
1.12201845430195e+004	-2.24394645389990e+005,4.33624570543573e+005
1.14815362149687e+004	-2.24394645390081e+005,4.23754070267647e+005
1.17489755493952e+004	-2.24394645389853e+005,4.14108250009016e+005
1.20226443461740e+004	-2.24394645389234e+005,4.04681995426058e+005
1.23026877081237e+004	-2.24394645388157e+005,3.95470308593752e+005
1.25892541179416e+004	-2.24394645386570e+005,3.86468305353713e+005
1.28824955169312e+004	-2.24394645384442e+005,3.77671212724548e+005
1.31825673855640e+004	-2.24394645381781e+005,3.69074366371168e+005
1.34896288259164e+004	-2.24394645378634e+005,3.60673208131709e+005
1.38038426460287e+004	-2.24394645375093e+005,3.52463283600748e+005
1.41253754462274e+004	-2.24394645371286e+005,3.44440239767540e+005
1.44543977074591e+004	-2.24394645367363e+005,3.36599822708003e+005
1.47910838816819e+004	-2.24394645363476e+005,3.28937875329237e+005
1.51356124843619e+004	-2.24394645359762e+005,3.21450335165375e+005
1.54881661891247e+004	-2.24394645356327e+005,3.14133232223595e+005
1.58489319246110e+004	-2.24394645353244e+005,3.06982686879164e+005
1.62181009735891e+004	-2.24394645350551e+005,2.99994907818397e+005
1.65958690743755e+004	-2.24394645348257e+005,2.93166190028442e+005
1.69824365246173e+004	-2.24394645346347e+005,2.86492912832821e+005
1.73780082874936e+004	-2.24394645344795e+005,2.79971537971706e+005
1.77827941003891e+004	-2.24394645343564e+005,2.73598607725877e+005
1.81970085860997e+004	-2.24394645342615e+005,2.67370743083401e+005
1.86208713666285e+004	-2.24394645341910e+005,2.61284641948036e+005
1.90546071796323e+004	-2.24394645341412e+005,2.55337077388418e+005
1.94984459975803e+004	-2.24394645341091e+005,2.49524895927101e+005
1.99526231496886e+004	-2.24394645340916e+005,2.43845015868547e+005
2.04173794466951e+004	-2.24394645340865e+005,2.38294425665166e+005
2.08929613085402e+004	-2.24394645340917e+005,2.32870182320560e+005
2.13796208950221e+004	-2.24394645341055e+005,2.27569409829105e+005
2.18776162394953e+004	-2.24394645341265e+005,2.22389297651058e+005
2.23872113856832e+004	-2.24394645341536e+005,2.17327099222369e+005
2.29086765276775e+004	-2.24394645341858e+005,2.12380130498421e+005
2.34422881531990e+004	-2.24394645342224e+005,2.07545768530908e+005
2.39883291901947e+004	-2.24394645342628e+005,2.02821450077122e+005
2.45470891568501e+004	-2.24394645343065e+005,1.98204670240879e+005
2.51188643150956e+004	-2.24394645343532e+005,1.93692981144395e+005
2.57039578276884e+004	-2.24394645344026e+005,1.89283990630387e+005
2.63026799189536e+004	-2.24394645344544e+005,1.84975360993721e+005
2.69153480392689e+004	-2.24394645345086e+005,1.80764807741930e+005
2.75422870333814e+004	-2.24394645345649e+005,1.76650098383941e+005
2.81838293126443e+004	-2.24394645346234e+005,1.72629051246387e+005
2.88403150312658e+004	-2.24394645346841e+005,1.68699534316847e+005
2.95120922666636e+004	-2.24394645347469e+005,1.64859464113430e+005
3.01995172040199e+004	-2.24394645348119e+005,1.61106804580082e+005
3.09029543251356e+004	-2.24394645348790e+005,1.57439566007045e+005
3.16227766016835e+004	-2.24394645349485e+005,1.53855803975883e+005
3.23593656929625e+004	-2.24394645350204e+005,1.50353618328530e+005
3.31131121482588e+004	-2.24394645350947e+005,1.46931152159796e+005
3.38844156139199e+004	-2.24394645351716e+005,1.43586590832817e+005
3.46736850452528e+004	-2.24394645352513e+005,1.40318161016905e+005
3.54813389233572e+004	-2.24394645353338e+005,1.37124129747308e+005
3.63078054770098e+004	-2.24394645354194e+005,1.34002803506368e+005
3.71535229097169e+004	-2.24394645355081e+005,1.30952527325595e+005
3.80189396320557e+004	-2.24394645356002e+005,1.27971683908183e+005
3.89045144994277e+004	-2.24394645356958e+005,1.25058692771495e+005
3.98107170553493e+004	-2.24394645357951e+005,1.22212009409072e+005
4.07380277804108e+004	-2.24394645358983e+005,1.19430124471714e+005
4.16869383470331e+004	-2.24394645360057e+005,1.16711562967204e+005
4.26579518801588e+004	-2.24394645361173e+005,1.14054883478248e+005
4.36515832240161e+004	-2.24394645362336e+005,1.11458677398216e+005
4.46683592150958e+004	-2.24394645363547e+005,1.08921568184278e+005
4.57088189614870e+004	-2.24394645364809e+005,1.06442210627547e+005
4.67735141287193e+004	-2.24394645366124e+005,1.04019290139828e+005
4.78630092322633e+004	-2.24394645367496e+005,1.01651522056606e+005
4.89778819368441e+004	-2.24394645368926e+005,9.93376509559038e+004
5.01187233627267e+004	-2.24394645370418e+005,9.70764499926352e+004
5.12861383991359e+004	-2.24394645371976e+005,9.48667202481191e+004
5.24807460249767e+004	-2.24394645373602e+005,9.27072900943959e+004
5.37031796370247e+004	-2.24394645375300e+005,9.05970145730148e+004
5.49540873857619e+004	-2.24394645377074e+005,8.85347747879617e+004
5.62341325190343e+004	-2.24394645378927e+005,8.65194773124059e+004
5.75439937337151e+004	-2.24394645380863e+005,8.45500536089506e+004
5.88843655355583e+004	-2.24394645382886e+005,8.26254594630799e+004
6.02559586074351e+004	-2.24394645385001e+005,8.07446744295032e+004
6.16595001861475e+004	-2.24394645387212e+005,7.89067012911009e+004
6.30957344480186e+004	-2.24394645389524e+005,7.71105655301870e+004
6.45654229034648e+004	-2.24394645391942e+005,7.53553148118070e+004
6.60693448007589e+004	-2.24394645394471e+005,7.36400184787971e+004
6.76082975391974e+004	-2.24394645397116e+005,7.19637670583374e+004
6.91830970918929e+004	-2.24394645399883e+005,7.03256717797377e+004
7.07945784384130e+004	-2.24394645402778e+005,6.87248641031993e+004
7.24435960074982e+004	-2.24394645405807e+005,6.71604952593036e+004
7.41310241300909e+004	-2.24394645408976e+005,6.56317357989838e+004
7.58577575029175e+004	-2.24394645412293e+005,6.41377751537394e+004
7.76247116628683e+004	-2.24394645415763e+005,6.26778212058622e+004
7.94328234724272e+004	-2.24394645419396e+005,6.12510998684456e+004
8.12830516164090e+004	-2.24394645423198e+005,5.98568546749527e+004
8.31763771102661e+004	-2.24394645427178e+005,5.84943463781282e+004
8.51138038202367e+004	-2.24394645431343e+005,5.71628525580395e+004
8.70963589956071e+004	-2.24394645435704e+005,5.58616672390405e+004
8.91250938133735e+004	-2.24394645440269e+005,5.45901005154535e+004
9.12010839355899e+004	-2.24394645445048e+005,5.33474781857720e+004
9.33254300796980e+004	-2.24394645450052e+005,5.21331413951905e+004
9.54992586021425e+004	-2.24394645455290e+005,5.09464462862712e+004
9.77237220955799e+004	-2.24394645460775e+005,4.97867636575619e+004
9.99999999999988e+004	-2.24394645466518e+005,4.86534786299849e+004
1.02329299228074e+005	-2.24394645472531e+005,4.75459903208197e+004
1.04712854805089e+005	-2.24394645478827e+005,4.64637115251088e+004
1.07151930523759e+005	-2.24394645485420e+005,4.54060684043118e+004
1.09647819614317e+005	-2.24394645492324e+005,4.43725001820493e+004
1.12201845430195e+005	-2.24394645499553e+005,4.33624588467724e+004
1.14815362149687e+005	-2.24394645507124e+005,4.23754088611995e+004
1.17489755493952e+005	-2.24394645515052e+005,4.14108268783663e+004
1.20226443461740e+005	-2.24394645523355e+005,4.04682014641424e+004
1.23026877081237e+005	-2.24394645532051e+005,3.95470328260601e+004
1.25892541179415e+005	-2.24394645541158e+005,3.86468325483191e+004
1.28824955169312e+005	-2.24394645550695e+005,3.77671233328221e+004
1.31825673855639e+005	-2.24394645560684e+005,3.69074387461034e+004
1.34896288259164e+005	-2.24394645571147e+005,3.60673229720223e+004
1.38038426460287e+005	-2.24394645582105e+005,3.52463305700811e+004
1.41253754462274e+005	-2.24394645593582e+005,3.44440262392481e+004
1.44543977074591e+005	-2.24394645605603e+005,3.36599845871539e+004
1.47910838816819e+005	-2.24394645618195e+005,3.28937899045451e+004
1.51356124843619e+005	-2.24394645631385e+005,3.21450359448671e+004
1.54881661891246e+005	-2.24394645645201e+005,3.14133257088684e+004
1.58489319246109e+005	-2.24394645659674e+005,3.06982712341064e+004
1.62181009735891e+005	-2.24394645674834e+005,2.99994933892437e+004
1.65958690743754e+005	-2.24394645690715e+005,2.93166216730284e+004
1.69824365246172e+005	-2.24394645707353e+005,2.86492940178504e+004
1.73780082874935e+005	-2.24394645724782e+005,2.79971565977656e+004
1.77827941003890e+005	-2.24394645743041e+005,2.73598636408956e+004
1.81970085860996e+005	-2.24394645762171e+005,2.67370772460943e+004
