Freq.	V(vi)/I(C)
Step Information: Run=1  (Run: 1/100)
1.62181009735893e+001	-2.11572116107283e+005,2.99103333624545e+008
1.65958690743756e+001	-2.11572116107283e+005,2.92294910529869e+008
1.69824365246174e+001	-2.11572116107283e+005,2.85641466065737e+008
1.73780082874937e+001	-2.11572116107283e+005,2.79139472487824e+008
1.77827941003892e+001	-2.11572116107283e+005,2.72785482353072e+008
1.81970085860998e+001	-2.11572116107283e+005,2.66576126691807e+008
1.86208713666287e+001	-2.11572116107283e+005,2.60508113221465e+008
1.90546071796325e+001	-2.11572116107283e+005,2.54578224600986e+008
1.94984459975804e+001	-2.11572116107283e+005,2.48783316724932e+008
1.99526231496888e+001	-2.11572116107283e+005,2.43120317056442e+008
2.04173794466953e+001	-2.11572116107283e+005,2.37586222998133e+008
2.08929613085404e+001	-2.11572116107283e+005,2.32178100300083e+008
2.13796208950223e+001	-2.11572116107283e+005,2.26893081504053e+008
2.18776162394955e+001	-2.11572116107283e+005,2.21728364423121e+008
2.23872113856834e+001	-2.11572116107283e+005,2.16681210655928e+008
2.29086765276777e+001	-2.11572116107283e+005,2.11748944134739e+008
2.34422881531992e+001	-2.11572116107283e+005,2.06928949706560e+008
2.39883291901949e+001	-2.11572116107283e+005,2.02218671746543e+008
2.45470891568503e+001	-2.11572116107283e+005,1.97615612802967e+008
2.51188643150958e+001	-2.11572116107283e+005,1.93117332273051e+008
2.57039578276886e+001	-2.11572116107283e+005,1.88721445108917e+008
2.63026799189538e+001	-2.11572116107283e+005,1.84425620553002e+008
2.69153480392691e+001	-2.11572116107283e+005,1.80227580902267e+008
2.75422870333816e+001	-2.11572116107283e+005,1.76125100300520e+008
2.81838293126445e+001	-2.11572116107283e+005,1.72116003558243e+008
2.88403150312660e+001	-2.11572116107283e+005,1.68198164999278e+008
2.95120922666638e+001	-2.11572116107283e+005,1.64369507333762e+008
3.01995172040201e+001	-2.11572116107283e+005,1.60628000556721e+008
3.09029543251359e+001	-2.11572116107283e+005,1.56971660871738e+008
3.16227766016838e+001	-2.11572116107283e+005,1.53398549639116e+008
3.23593656929628e+001	-2.11572116107283e+005,1.49906772347981e+008
3.31131121482591e+001	-2.11572116107283e+005,1.46494477611797e+008
3.38844156139202e+001	-2.11572116107283e+005,1.43159856186725e+008
3.46736850452531e+001	-2.11572116107283e+005,1.39901140012349e+008
3.54813389233575e+001	-2.11572116107284e+005,1.36716601274218e+008
3.63078054770101e+001	-2.11572116107283e+005,1.33604551487740e+008
3.71535229097172e+001	-2.11572116107284e+005,1.30563340602927e+008
3.80189396320561e+001	-2.11572116107283e+005,1.27591356129511e+008
3.89045144994280e+001	-2.11572116107284e+005,1.24687022281987e+008
3.98107170553497e+001	-2.11572116107284e+005,1.21848799144104e+008
4.07380277804112e+001	-2.11572116107283e+005,1.19075181852387e+008
4.16869383470335e+001	-2.11572116107284e+005,1.16364699798234e+008
4.26579518801592e+001	-2.11572116107284e+005,1.13715915848184e+008
4.36515832240165e+001	-2.11572116107284e+005,1.11127425581924e+008
4.46683592150962e+001	-2.11572116107284e+005,1.08597856547653e+008
4.57088189614874e+001	-2.11572116107284e+005,1.06125867534386e+008
4.67735141287197e+001	-2.11572116107284e+005,1.03710147860828e+008
4.78630092322638e+001	-2.11572116107284e+005,1.01349416680432e+008
4.89778819368445e+001	-2.11572116107284e+005,9.90424223022780e+007
5.01187233627271e+001	-2.11572116107284e+005,9.67879415274100e+007
5.12861383991364e+001	-2.11572116107284e+005,9.45847790002796e+007
5.24807460249772e+001	-2.11572116107284e+005,9.24317665749528e+007
5.37031796370252e+001	-2.11572116107284e+005,9.03277626957431e+007
5.49540873857624e+001	-2.11572116107284e+005,8.82716517919440e+007
5.62341325190348e+001	-2.11572116107284e+005,8.62623436863384e+007
5.75439937337156e+001	-2.11572116107284e+005,8.42987730171724e+007
5.88843655355588e+001	-2.11572116107284e+005,8.23798986732863e+007
6.02559586074357e+001	-2.11572116107284e+005,8.05047032421036e+007
6.16595001861481e+001	-2.11572116107284e+005,7.86721924701856e+007
6.30957344480192e+001	-2.11572116107284e+005,7.68813947360649e+007
6.45654229034654e+001	-2.11572116107284e+005,7.51313605350788e+007
6.60693448007595e+001	-2.11572116107284e+005,7.34211619759295e+007
6.76082975391980e+001	-2.11572116107284e+005,7.17498922887038e+007
6.91830970918935e+001	-2.11572116107284e+005,7.01166653440917e+007
7.07945784384136e+001	-2.11572116107284e+005,6.85206151835489e+007
7.24435960074988e+001	-2.11572116107284e+005,6.69608955601538e+007
7.41310241300916e+001	-2.11572116107284e+005,6.54366794899171e+007
7.58577575029182e+001	-2.11572116107284e+005,6.39471588133027e+007
7.76247116628690e+001	-2.11572116107284e+005,6.24915437667319e+007
7.94328234724279e+001	-2.11572116107284e+005,6.10690625638395e+007
8.12830516164097e+001	-2.11572116107284e+005,5.96789609862631e+007
8.31763771102669e+001	-2.11572116107284e+005,5.83205019837461e+007
8.51138038202374e+001	-2.11572116107284e+005,5.69929652833439e+007
8.70963589956078e+001	-2.11572116107284e+005,5.56956470075261e+007
8.91250938133743e+001	-2.11572116107284e+005,5.44278593009707e+007
9.12010839355907e+001	-2.11572116107285e+005,5.31889299658545e+007
9.33254300796988e+001	-2.11572116107285e+005,5.19782021054450e+007
9.54992586021433e+001	-2.11572116107285e+005,5.07950337758046e+007
9.77237220955808e+001	-2.11572116107285e+005,4.96387976454238e+007
9.99999999999997e+001	-2.11572116107285e+005,4.85088806626019e+007
1.02329299228075e+002	-2.11572116107285e+005,4.74046837303982e+007
1.04712854805090e+002	-2.11572116107285e+005,4.63256213889835e+007
1.07151930523760e+002	-2.11572116107285e+005,4.52711215052214e+007
1.09647819614318e+002	-2.11572116107285e+005,4.42406249693155e+007
1.12201845430196e+002	-2.11572116107285e+005,4.32335853983622e+007
1.14815362149688e+002	-2.11572116107285e+005,4.22494688466512e+007
1.17489755493953e+002	-2.11572116107285e+005,4.12877535225606e+007
1.20226443461741e+002	-2.11572116107285e+005,4.03479295118957e+007
1.23026877081238e+002	-2.11572116107285e+005,3.94294985075260e+007
1.25892541179416e+002	-2.11572116107286e+005,3.85319735451761e+007
1.28824955169313e+002	-2.11572116107286e+005,3.76548787452307e+007
1.31825673855640e+002	-2.11572116107286e+005,3.67977490604174e+007
1.34896288259165e+002	-2.11572116107286e+005,3.59601300292317e+007
1.38038426460288e+002	-2.11572116107286e+005,3.51415775349760e+007
1.41253754462275e+002	-2.11572116107286e+005,3.43416575702832e+007
1.44543977074592e+002	-2.11572116107286e+005,3.35599460069997e+007
1.47910838816820e+002	-2.11572116107287e+005,3.27960283713076e+007
1.51356124843620e+002	-2.11572116107287e+005,3.20494996239646e+007
1.54881661891248e+002	-2.11572116107287e+005,3.13199639455476e+007
1.58489319246111e+002	-2.11572116107287e+005,3.06070345265832e+007
1.62181009735892e+002	-2.11572116107287e+005,2.99103333624569e+007
1.65958690743755e+002	-2.11572116107287e+005,2.92294910529893e+007
1.69824365246174e+002	-2.11572116107287e+005,2.85641466065761e+007
1.73780082874937e+002	-2.11572116107288e+005,2.79139472487849e+007
1.77827941003892e+002	-2.11572116107288e+005,2.72785482353098e+007
1.81970085860998e+002	-2.11572116107288e+005,2.66576126691833e+007
1.86208713666286e+002	-2.11572116107288e+005,2.60508113221492e+007
1.90546071796324e+002	-2.11572116107289e+005,2.54578224601014e+007
1.94984459975804e+002	-2.11572116107289e+005,2.48783316724960e+007
1.99526231496887e+002	-2.11572116107289e+005,2.43120317056470e+007
2.04173794466952e+002	-2.11572116107289e+005,2.37586222998162e+007
2.08929613085403e+002	-2.11572116107290e+005,2.32178100300113e+007
2.13796208950222e+002	-2.11572116107290e+005,2.26893081504083e+007
2.18776162394954e+002	-2.11572116107290e+005,2.21728364423152e+007
2.23872113856833e+002	-2.11572116107291e+005,2.16681210655959e+007
2.29086765276776e+002	-2.11572116107291e+005,2.11748944134772e+007
2.34422881531991e+002	-2.11572116107291e+005,2.06928949706593e+007
2.39883291901948e+002	-2.11572116107292e+005,2.02218671746577e+007
2.45470891568502e+002	-2.11572116107292e+005,1.97615612803002e+007
2.51188643150957e+002	-2.11572116107292e+005,1.93117332273087e+007
2.57039578276885e+002	-2.11572116107293e+005,1.88721445108953e+007
2.63026799189537e+002	-2.11572116107293e+005,1.84425620553039e+007
2.69153480392690e+002	-2.11572116107294e+005,1.80227580902305e+007
2.75422870333816e+002	-2.11572116107294e+005,1.76125100300559e+007
2.81838293126444e+002	-2.11572116107295e+005,1.72116003558283e+007
2.88403150312659e+002	-2.11572116107295e+005,1.68198164999319e+007
2.95120922666637e+002	-2.11572116107296e+005,1.64369507333803e+007
3.01995172040200e+002	-2.11572116107297e+005,1.60628000556763e+007
3.09029543251358e+002	-2.11572116107297e+005,1.56971660871782e+007
3.16227766016837e+002	-2.11572116107298e+005,1.53398549639160e+007
3.23593656929627e+002	-2.11572116107298e+005,1.49906772348027e+007
3.31131121482590e+002	-2.11572116107299e+005,1.46494477611843e+007
3.38844156139201e+002	-2.11572116107300e+005,1.43159856186773e+007
3.46736850452530e+002	-2.11572116107301e+005,1.39901140012398e+007
3.54813389233574e+002	-2.11572116107302e+005,1.36716601274267e+007
3.63078054770100e+002	-2.11572116107303e+005,1.33604551487791e+007
3.71535229097171e+002	-2.11572116107303e+005,1.30563340602979e+007
3.80189396320559e+002	-2.11572116107304e+005,1.27591356129564e+007
3.89045144994279e+002	-2.11572116107305e+005,1.24687022282041e+007
3.98107170553495e+002	-2.11572116107306e+005,1.21848799144160e+007
4.07380277804111e+002	-2.11572116107307e+005,1.19075181852444e+007
4.16869383470333e+002	-2.11572116107309e+005,1.16364699798293e+007
4.26579518801591e+002	-2.11572116107310e+005,1.13715915848243e+007
4.36515832240164e+002	-2.11572116107311e+005,1.11127425581985e+007
4.46683592150961e+002	-2.11572116107312e+005,1.08597856547716e+007
4.57088189614873e+002	-2.11572116107314e+005,1.06125867534450e+007
4.67735141287196e+002	-2.11572116107315e+005,1.03710147860894e+007
4.78630092322636e+002	-2.11572116107317e+005,1.01349416680499e+007
4.89778819368444e+002	-2.11572116107318e+005,9.90424223023463e+006
5.01187233627270e+002	-2.11572116107320e+005,9.67879415274799e+006
5.12861383991362e+002	-2.11572116107321e+005,9.45847790003512e+006
5.24807460249770e+002	-2.11572116107323e+005,9.24317665750260e+006
5.37031796370250e+002	-2.11572116107325e+005,9.03277626958181e+006
5.49540873857622e+002	-2.11572116107327e+005,8.82716517920206e+006
5.62341325190346e+002	-2.11572116107329e+005,8.62623436864168e+006
5.75439937337154e+002	-2.11572116107331e+005,8.42987730172526e+006
5.88843655355586e+002	-2.11572116107334e+005,8.23798986733683e+006
6.02559586074355e+002	-2.11572116107336e+005,8.05047032421875e+006
6.16595001861479e+002	-2.11572116107339e+005,7.86721924702715e+006
6.30957344480190e+002	-2.11572116107341e+005,7.68813947361528e+006
6.45654229034652e+002	-2.11572116107344e+005,7.51313605351687e+006
6.60693448007592e+002	-2.11572116107347e+005,7.34211619760215e+006
6.76082975391978e+002	-2.11572116107350e+005,7.17498922887980e+006
6.91830970918933e+002	-2.11572116107353e+005,7.01166653441880e+006
7.07945784384134e+002	-2.11572116107356e+005,6.85206151836474e+006
7.24435960074986e+002	-2.11572116107360e+005,6.69608955602547e+006
7.41310241300914e+002	-2.11572116107363e+005,6.54366794900203e+006
7.58577575029180e+002	-2.11572116107367e+005,6.39471588134083e+006
7.76247116628688e+002	-2.11572116107371e+005,6.24915437668399e+006
7.94328234724277e+002	-2.11572116107375e+005,6.10690625639501e+006
8.12830516164095e+002	-2.11572116107379e+005,5.96789609863762e+006
8.31763771102666e+002	-2.11572116107384e+005,5.83205019838618e+006
8.51138038202372e+002	-2.11572116107389e+005,5.69929652834623e+006
8.70963589956076e+002	-2.11572116107394e+005,5.56956470076472e+006
8.91250938133741e+002	-2.11572116107399e+005,5.44278593010946e+006
9.12010839355905e+002	-2.11572116107404e+005,5.31889299659813e+006
9.33254300796986e+002	-2.11572116107410e+005,5.19782021055748e+006
9.54992586021431e+002	-2.11572116107416e+005,5.07950337759374e+006
9.77237220955805e+002	-2.11572116107423e+005,4.96387976455598e+006
9.99999999999994e+002	-2.11572116107429e+005,4.85088806627410e+006
1.02329299228075e+003	-2.11572116107436e+005,4.74046837305405e+006
1.04712854805089e+003	-2.11572116107443e+005,4.63256213891292e+006
1.07151930523760e+003	-2.11572116107451e+005,4.52711215053704e+006
1.09647819614318e+003	-2.11572116107459e+005,4.42406249694679e+006
1.12201845430196e+003	-2.11572116107467e+005,4.32335853985182e+006
1.14815362149688e+003	-2.11572116107476e+005,4.22494688468109e+006
1.17489755493952e+003	-2.11572116107485e+005,4.12877535227240e+006
1.20226443461741e+003	-2.11572116107494e+005,4.03479295120629e+006
1.23026877081237e+003	-2.11572116107504e+005,3.94294985076971e+006
1.25892541179416e+003	-2.11572116107515e+005,3.85319735453511e+006
1.28824955169313e+003	-2.11572116107526e+005,3.76548787454099e+006
1.31825673855640e+003	-2.11572116107537e+005,3.67977490606007e+006
1.34896288259165e+003	-2.11572116107549e+005,3.59601300294193e+006
1.38038426460288e+003	-2.11572116107562e+005,3.51415775351680e+006
1.41253754462275e+003	-2.11572116107575e+005,3.43416575704797e+006
1.44543977074592e+003	-2.11572116107589e+005,3.35599460072008e+006
1.47910838816820e+003	-2.11572116107604e+005,3.27960283715133e+006
1.51356124843620e+003	-2.11572116107619e+005,3.20494996241751e+006
1.54881661891247e+003	-2.11572116107635e+005,3.13199639457630e+006
1.58489319246110e+003	-2.11572116107651e+005,3.06070345268036e+006
1.62181009735892e+003	-2.11572116107669e+005,2.99103333626824e+006
1.65958690743755e+003	-2.11572116107687e+005,2.92294910532201e+006
1.69824365246173e+003	-2.11572116107707e+005,2.85641466068123e+006
1.73780082874936e+003	-2.11572116107727e+005,2.79139472490266e+006
1.77827941003891e+003	-2.11572116107748e+005,2.72785482355571e+006
1.81970085860997e+003	-2.11572116107770e+005,2.66576126694364e+006
1.86208713666286e+003	-2.11572116107793e+005,2.60508113224082e+006
1.90546071796323e+003	-2.11572116107818e+005,2.54578224603664e+006
1.94984459975803e+003	-2.11572116107843e+005,2.48783316727672e+006
1.99526231496887e+003	-2.11572116107870e+005,2.43120317059246e+006
2.04173794466952e+003	-2.11572116107898e+005,2.37586223001003e+006
2.08929613085403e+003	-2.11572116107928e+005,2.32178100303019e+006
2.13796208950222e+003	-2.11572116107959e+005,2.26893081507058e+006
2.18776162394954e+003	-2.11572116107991e+005,2.21728364426196e+006
2.23872113856832e+003	-2.11572116108025e+005,2.16681210659075e+006
2.29086765276776e+003	-2.11572116108061e+005,2.11748944137960e+006
2.34422881531991e+003	-2.11572116108098e+005,2.06928949709856e+006
2.39883291901947e+003	-2.11572116108137e+005,2.02218671749916e+006
2.45470891568501e+003	-2.11572116108178e+005,1.97615612806419e+006
2.51188643150956e+003	-2.11572116108222e+005,1.93117332276584e+006
2.57039578276885e+003	-2.11572116108267e+005,1.88721445112532e+006
2.63026799189536e+003	-2.11572116108315e+005,1.84425620556702e+006
2.69153480392690e+003	-2.11572116108365e+005,1.80227580906053e+006
2.75422870333815e+003	-2.11572116108417e+005,1.76125100304394e+006
2.81838293126443e+003	-2.11572116108472e+005,1.72116003562209e+006
2.88403150312659e+003	-2.11572116108530e+005,1.68198165003337e+006
2.95120922666636e+003	-2.11572116108591e+005,1.64369507337915e+006
3.01995172040199e+003	-2.11572116108654e+005,1.60628000560972e+006
3.09029543251357e+003	-2.11572116108721e+005,1.56971660876089e+006
3.16227766016836e+003	-2.11572116108792e+005,1.53398549643568e+006
3.23593656929626e+003	-2.11572116108865e+005,1.49906772352538e+006
3.31131121482589e+003	-2.11572116108943e+005,1.46494477616461e+006
3.38844156139200e+003	-2.11572116109025e+005,1.43159856191499e+006
3.46736850452529e+003	-2.11572116109111e+005,1.39901140017235e+006
3.54813389233573e+003	-2.11572116109201e+005,1.36716601279218e+006
3.63078054770099e+003	-2.11572116109296e+005,1.33604551492859e+006
3.71535229097170e+003	-2.11572116109396e+005,1.30563340608166e+006
3.80189396320558e+003	-2.11572116109501e+005,1.27591356134874e+006
3.89045144994278e+003	-2.11572116109611e+005,1.24687022287475e+006
3.98107170553494e+003	-2.11572116109728e+005,1.21848799149722e+006
4.07380277804110e+003	-2.11572116109850e+005,1.19075181858138e+006
4.16869383470332e+003	-2.11572116109979e+005,1.16364699804121e+006
4.26579518801589e+003	-2.11572116110115e+005,1.13715915854210e+006
4.36515832240162e+003	-2.11572116110258e+005,1.11127425588093e+006
4.46683592150960e+003	-2.11572116110408e+005,1.08597856553968e+006
4.57088189614871e+003	-2.11572116110567e+005,1.06125867540852e+006
4.67735141287194e+003	-2.11572116110735e+005,1.03710147867447e+006
4.78630092322634e+003	-2.11572116110911e+005,1.01349416687208e+006
4.89778819368442e+003	-2.11572116111097e+005,9.90424223092159e+005
5.01187233627268e+003	-2.11572116111294e+005,9.67879415345136e+005
5.12861383991361e+003	-2.11572116111501e+005,9.45847790075532e+005
5.24807460249768e+003	-2.11572116111720e+005,9.24317665824007e+005
5.37031796370248e+003	-2.11572116111951e+005,9.03277627033699e+005
5.49540873857620e+003	-2.11572116112195e+005,8.82716517997544e+005
5.62341325190344e+003	-2.11572116112453e+005,8.62623436943373e+005
5.75439937337152e+003	-2.11572116112726e+005,8.42987730253649e+005
5.88843655355584e+003	-2.11572116113014e+005,8.23798986816776e+005
6.02559586074353e+003	-2.11572116113318e+005,8.05047032506992e+005
6.16595001861477e+003	-2.11572116113640e+005,7.86721924789913e+005
6.30957344480188e+003	-2.11572116113981e+005,7.68813947450865e+005
6.45654229034650e+003	-2.11572116114341e+005,7.51313605443227e+005
6.60693448007590e+003	-2.11572116114723e+005,7.34211619854022e+005
6.76082975391976e+003	-2.11572116115126e+005,7.17498922984122e+005
6.91830970918931e+003	-2.11572116115552e+005,7.01166653540429e+005
7.07945784384132e+003	-2.11572116116003e+005,6.85206151937505e+005
7.24435960074984e+003	-2.11572116116480e+005,6.69608955706141e+005
7.41310241300911e+003	-2.11572116116983e+005,6.54366795006445e+005
7.58577575029177e+003	-2.11572116117515e+005,6.39471588243063e+005
7.76247116628685e+003	-2.11572116118075e+005,6.24915437780214e+005
7.94328234724275e+003	-2.11572116118666e+005,6.10690625754254e+005
8.12830516164092e+003	-2.11572116119286e+005,5.96789609981564e+005
8.31763771102664e+003	-2.11572116119936e+005,5.83205019959589e+005
8.51138038202369e+003	-2.11572116120616e+005,5.69929652958892e+005
8.70963589956073e+003	-2.11572116121323e+005,5.56956470204179e+005
8.91250938133738e+003	-2.11572116122056e+005,5.44278593142243e+005
9.12010839355902e+003	-2.11572116122808e+005,5.31889299794866e+005
9.33254300796983e+003	-2.11572116123575e+005,5.19782021194735e+005
9.54992586021428e+003	-2.11572116124347e+005,5.07950337902493e+005
9.77237220955802e+003	-2.11572116125112e+005,4.96387976603061e+005
9.99999999999991e+003	-2.11572116125852e+005,4.85088806779447e+005
1.02329299228075e+004	-2.11572116126545e+005,4.74046837462265e+005
1.04712854805089e+004	-2.11572116127164e+005,4.63256214053237e+005
1.07151930523760e+004	-2.11572116127672e+005,4.52711215221011e+005
1.09647819614318e+004	-2.11572116128027e+005,4.42406249867631e+005
1.12201845430195e+004	-2.11572116128177e+005,4.32335854164060e+005
1.14815362149687e+004	-2.11572116128068e+005,4.22494688653181e+005
1.17489755493952e+004	-2.11572116127637e+005,4.12877535418744e+005
1.20226443461740e+004	-2.11572116126828e+005,4.03479295318751e+005
1.23026877081237e+004	-2.11572116125592e+005,3.94294985281826e+005
1.25892541179416e+004	-2.11572116123897e+005,3.85319735665124e+005
1.28824955169312e+004	-2.11572116121741e+005,3.76548787672384e+005
1.31825673855640e+004	-2.11572116119153e+005,3.67977490830770e+005
1.34896288259164e+004	-2.11572116116201e+005,3.59601300525134e+005
1.38038426460287e+004	-2.11572116112983e+005,3.51415775588422e+005
1.41253754462274e+004	-2.11572116109620e+005,3.43416575946914e+005
1.44543977074591e+004	-2.11572116106240e+005,3.35599460319071e+005
1.47910838816819e+004	-2.11572116102963e+005,3.27960283966744e+005
1.51356124843619e+004	-2.11572116099886e+005,3.20494996497574e+005
1.54881661891247e+004	-2.11572116097081e+005,3.13199639717410e+005
1.58489319246110e+004	-2.11572116094590e+005,3.06070345531607e+005
1.62181009735891e+004	-2.11572116092431e+005,2.99103333894107e+005
1.65958690743755e+004	-2.11572116090598e+005,2.92294910803194e+005
1.69824365246173e+004	-2.11572116089074e+005,2.85641466342888e+005
1.73780082874936e+004	-2.11572116087832e+005,2.79139472768920e+005
1.77827941003891e+004	-2.11572116086841e+005,2.72785482638269e+005
1.81970085860997e+004	-2.11572116086069e+005,2.66576126981291e+005
1.86208713666285e+004	-2.11572116085485e+005,2.60508113515442e+005
1.90546071796323e+004	-2.11572116085062e+005,2.54578224899677e+005
1.94984459975803e+004	-2.11572116084775e+005,2.48783317028564e+005
1.99526231496886e+004	-2.11572116084601e+005,2.43120317365248e+005
2.04173794466951e+004	-2.11572116084522e+005,2.37586223312350e+005
2.08929613085402e+004	-2.11572116084524e+005,2.32178100619947e+005
2.13796208950221e+004	-2.11572116084592e+005,2.26893081829800e+005
2.18776162394953e+004	-2.11572116084716e+005,2.21728364754987e+005
2.23872113856832e+004	-2.11572116084887e+005,2.16681210994147e+005
2.29086765276775e+004	-2.11572116085098e+005,2.11748944479546e+005
2.34422881531990e+004	-2.11572116085343e+005,2.06928950058187e+005
2.39883291901947e+004	-2.11572116085617e+005,2.02218672105223e+005
2.45470891568501e+004	-2.11572116085917e+005,1.97615613168932e+005
2.51188643150956e+004	-2.11572116086239e+005,1.93117332646534e+005
2.57039578276884e+004	-2.11572116086581e+005,1.88721445490150e+005
2.63026799189536e+004	-2.11572116086942e+005,1.84425620942222e+005
2.69153480392689e+004	-2.11572116087320e+005,1.80227581299708e+005
2.75422870333814e+004	-2.11572116087713e+005,1.76125100706420e+005
2.81838293126443e+004	-2.11572116088122e+005,1.72116003972843e+005
2.88403150312658e+004	-2.11572116088546e+005,1.68198165422820e+005
2.95120922666636e+004	-2.11572116088986e+005,1.64369507766490e+005
3.01995172040199e+004	-2.11572116089440e+005,1.60628000998885e+005
3.09029543251356e+004	-2.11572116089909e+005,1.56971661323590e+005
3.16227766016835e+004	-2.11572116090395e+005,1.53398550100910e+005
3.23593656929625e+004	-2.11572116090896e+005,1.49906772819978e+005
3.31131121482588e+004	-2.11572116091415e+005,1.46494478094259e+005
3.38844156139199e+004	-2.11572116091951e+005,1.43159856679923e+005
3.46736850452528e+004	-2.11572116092505e+005,1.39901140516554e+005
3.54813389233572e+004	-2.11572116093079e+005,1.36716601789709e+005
3.63078054770098e+004	-2.11572116093673e+005,1.33604552014801e+005
3.71535229097169e+004	-2.11572116094289e+005,1.30563341141846e+005
3.80189396320557e+004	-2.11572116094927e+005,1.27591356680584e+005
3.89045144994277e+004	-2.11572116095589e+005,1.24687022845513e+005
3.98107170553493e+004	-2.11572116096276e+005,1.21848799720390e+005
4.07380277804108e+004	-2.11572116096989e+005,1.19075182441747e+005
4.16869383470331e+004	-2.11572116097731e+005,1.16364700400987e+005
4.26579518801588e+004	-2.11572116098501e+005,1.13715916464657e+005
4.36515832240161e+004	-2.11572116099303e+005,1.11127426212450e+005
4.46683592150958e+004	-2.11572116100137e+005,1.08597857192573e+005
4.57088189614870e+004	-2.11572116101006e+005,1.06125868194048e+005
4.67735141287193e+004	-2.11572116101911e+005,1.03710148535588e+005
4.78630092322633e+004	-2.11572116102854e+005,1.01349417370654e+005
4.89778819368441e+004	-2.11572116103836e+005,9.90424230083336e+004
5.01187233627267e+004	-2.11572116104861e+005,9.67879422496798e+004
5.12861383991359e+004	-2.11572116105930e+005,9.45847797391528e+004
5.24807460249767e+004	-2.11572116107046e+005,9.24317673308270e+004
5.37031796370247e+004	-2.11572116108210e+005,9.03277634690253e+004
5.49540873857619e+004	-2.11572116109426e+005,8.82716525830504e+004
5.62341325190343e+004	-2.11572116110696e+005,8.62623444956949e+004
5.75439937337151e+004	-2.11572116112022e+005,8.42987738452147e+004
5.88843655355583e+004	-2.11572116113407e+005,8.23798995204605e+004
6.02559586074351e+004	-2.11572116114855e+005,8.05047041088658e+004
6.16595001861475e+004	-2.11572116116368e+005,7.86721933570028e+004
6.30957344480186e+004	-2.11572116117950e+005,7.68813956434150e+004
6.45654229034648e+004	-2.11572116119603e+005,7.51313614634510e+004
6.60693448007589e+004	-2.11572116121332e+005,7.34211629258244e+004
6.76082975391974e+004	-2.11572116123141e+005,7.17498932606340e+004
6.91830970918929e+004	-2.11572116125032e+005,7.01166663385821e+004
7.07945784384130e+004	-2.11572116127010e+005,6.85206162011365e+004
7.24435960074982e+004	-2.11572116129079e+005,6.69608966013887e+004
7.41310241300909e+004	-2.11572116131244e+005,6.54366805553627e+004
7.58577575029175e+004	-2.11572116133509e+005,6.39471599035357e+004
7.76247116628683e+004	-2.11572116135880e+005,6.24915448823430e+004
7.94328234724272e+004	-2.11572116138360e+005,6.10690637054337e+004
8.12830516164090e+004	-2.11572116140955e+005,5.96789621544601e+004
8.31763771102661e+004	-2.11572116143672e+005,5.83205031791802e+004
8.51138038202367e+004	-2.11572116146515e+005,5.69929665066656e+004
8.70963589956071e+004	-2.11572116149491e+005,5.56956482594012e+004
8.91250938133735e+004	-2.11572116152606e+005,5.44278605820812e+004
9.12010839355899e+004	-2.11572116155866e+005,5.31889312769001e+004
9.33254300796980e+004	-2.11572116159280e+005,5.19782034471417e+004
9.54992586021425e+004	-2.11572116162853e+005,5.07950351488866e+004
9.77237220955799e+004	-2.11572116166593e+005,4.96387990506434e+004
9.99999999999988e+004	-2.11572116170510e+005,4.85088821007299e+004
1.02329299228074e+005	-2.11572116174610e+005,4.74046852022252e+004
1.04712854805089e+005	-2.11572116178903e+005,4.63256228953193e+004
1.07151930523759e+005	-2.11572116183398e+005,4.52711230468968e+004
1.09647819614317e+005	-2.11572116188104e+005,4.42406265471819e+004
1.12201845430195e+005	-2.11572116193031e+005,4.32335870132927e+004
1.14815362149687e+005	-2.11572116198191e+005,4.22494704995413e+004
1.17489755493952e+005	-2.11572116203594e+005,4.12877552143289e+004
1.20226443461740e+005	-2.11572116209251e+005,4.03479312434837e+004
1.23026877081237e+005	-2.11572116215175e+005,3.94295002799000e+004
1.25892541179415e+005	-2.11572116221379e+005,3.85319753593275e+004
1.28824955169312e+005	-2.11572116227875e+005,3.76548806021769e+004
1.31825673855639e+005	-2.11572116234678e+005,3.67977509612017e+004
1.34896288259164e+005	-2.11572116241802e+005,3.59601319749261e+004
1.38038426460287e+005	-2.11572116249262e+005,3.51415795266803e+004
1.41253754462274e+005	-2.11572116257075e+005,3.43416596091259e+004
1.44543977074591e+005	-2.11572116265258e+005,3.35599480941406e+004
1.47910838816819e+005	-2.11572116273827e+005,3.27960305079370e+004
1.51356124843619e+005	-2.11572116282802e+005,3.20495018113056e+004
1.54881661891246e+005	-2.11572116292202e+005,3.13199661848563e+004
1.58489319246109e+005	-2.11572116302046e+005,3.06070368191507e+004
1.62181009735891e+005	-2.11572116312356e+005,2.99103357096099e+004
1.65958690743754e+005	-2.11572116323155e+005,2.92294934560914e+004
1.69824365246172e+005	-2.11572116334466e+005,2.85641490670293e+004
1.73780082874935e+005	-2.11572116346312e+005,2.79139497680307e+004
1.77827941003890e+005	-2.11572116358721e+005,2.72785508148305e+004
1.81970085860996e+005	-2.11572116371717e+005,2.66576153105052e+004
1.86208713666284e+005	-2.11572116385331e+005,2.60508140268420e+004
1.90546071796322e+005	-2.11572116399591e+005,2.54578252297802e+004
1.94984459975802e+005	-2.11572116414528e+005,2.48783345088247e+004
1.99526231496885e+005	-2.11572116430174e+005,2.43120346103382e+004
